latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,location,place,country,continent,type,timeAdded,timestamp,locationInferred,state,initialPosition,time_utc,time_mmt,state_region,district,township,nearest_city,place_type,distance_km,shakemapURL,shakemapLastUpdated
26.72,96.14,75.0,4.7,mb,,,,,,ems_201712_638266,2017-12-30T10:21:00.000Z,"Kachin, Myanmar (Burma)",Myanmar,MM,Asia,earthquake,1514565372,1514564354,1,,,2017-12-29 16:19:14,2017-12-29 22:49:14,Kachin,Myitkyina,Tanai,Shingbwiyang,town,7.4,,
22.0579,94.4111,86.0,5.0,mww,,48.0,0.95,0.76,us,ems_201712_638126,2018-01-03T13:39:10.305Z,"Magway Region, Myanmar (Burma)","74km W of Monywa, Burma",MM,Asia,earthquake,1514493162,1514492614,1,,,2017-12-28 20:23:34,2017-12-29 02:53:34,Magway,Gangaw,Gangaw,None Gyi,village,4.9,,
24.916,96.4515,55.55,4.2,mb,,123.0,2.074,0.98,us,us1000bws7,2017-12-31T21:51:59.040Z,"Kachin, Myanmar (Burma)","106km NW of Bhamo, Burma",MM,Asia,earthquake,1514757437,1514398351,1,,,2017-12-27 18:12:31,2017-12-28 00:42:31,Kachin,Mohnyin,Mohnyin,Nang Mar Gyi,village,1.1,,
25.03,96.73,10.0,4.3,mb,,,,,,ems_201712_637268,2017-12-23T23:21:00.000Z,"Kachin, Myanmar (Burma)",Myanmar,MM,Asia,earthquake,1514071408,1514061721,1,,,2017-12-23 20:42:01,2017-12-24 03:12:01,Kachin,Mohnyin,Mogaung,Ban Mauk Kone,village,10.3,,
23.4444,94.687,111.66,4.6,mb,,93.0,0.858,0.7,us,us1000bve1,2017-12-23T17:02:39.040Z,"Sagaing Region, Myanmar (Burma)","34km SE of Mawlaik, Burma",MM,Asia,earthquake,1514048873,1514043900,1,,,2017-12-23 15:45:00,2017-12-23 22:15:00,Saigang,Kale,Kalewa,Kyaung Gyi,village,12.3,,
23.35,94.61,117.0,4.9,ml,,,,,,ems_201712_637226,2017-12-24T10:44:00.000Z,"Chin State, Myanmar (Burma)",Myanmar,MM,Asia,earthquake,1514047896,1514043900,1,,,2017-12-23 15:45:00,2017-12-23 22:15:00,Saigang,Mawlaik,Mawlaik,Thitsar Pann,town,9.6,,
16.53,94.98,86.0,4.2,ml,,,,,,20171205_141529_4.2,2017-12-05T20:15:29.000Z,"Ayeyarwady, Myanmar (Burma)","13609km al SUROESTE de  TIJUANA, BC",MM,Asia,earthquake,1512505851,1512504929,1,,,2017-12-05 20:15:29,2017-12-06 02:45:29,Ayeyarwady,Myaungmya,Myaungmya,Thone Gwa Kun Chan,village,0.4,,
22.3675,94.5111,95.31,4.7,mb,,89.0,0.886,0.87,us,ems_201712_633808,2017-12-03T14:42:45.699Z,"Sagaing Region, Myanmar (Burma)","69km WNW of Monywa, Burma",MM,Asia,earthquake,1512295358,1512294434,1,,,2017-12-03 09:47:14,2017-12-03 16:17:14,Saigang,Yinmarbin,Kani,Nyaung Pin Lel,village,15.2,,
26.609,96.3627,89.32,4.2,mb,,75.0,3.015,0.77,us,us2000c3gs,2018-02-28T02:32:26.040Z,,"63 km NW of Sarupathar, India",MM,Asia,earthquake,0,0,1,,,2017-12-05 02:24:15,2017-12-05 08:54:15,Kachin,Myitkyina,Tanai,Ta Hket,village,4.7,,
24.5413,94.6672,80.12,4.3,mb,,90.0,0.456,0.53,us,us2000c3h8,2018-02-28T02:32:27.040Z,,"61 km E of W?ngjing, India",MM,Asia,earthquake,0,0,1,,,2017-12-05 15:50:58,2017-12-05 22:20:58,Sagaing,Hkamti,Homalin,Ton He,village,2.2,,
25.6097,96.3486,10.0,4.4,mb,,97.0,2.312,0.89,us,us2000c2cj,2018-02-28T02:32:34.040Z,,"80 km SW of Sarupathar, India",MM,Asia,earthquake,0,0,1,,,2017-12-09 11:02:34,2017-12-09 17:32:34,Kachin,Mohnyin,Hpakant,Hseng Jar,village,0.7,,
