latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,location,place,country,continent,type,timeAdded,timestamp,locationInferred,state,initialPosition,time_utc,time_mmt,state_region,district,township,nearest_city,place_type,distance_km,shakemapURL,shakemapLastUpdated
22.7664,96.0449,16.27,4.1,mb,,131.0,3.873,0.7,us,usc000tbct,2015-03-27T07:01:19.040Z,,"41 km ENE of Shwebo, Myanmar",MM,Asia,earthquake,0,0,1,,,2015-01-02 23:23:20,2015-01-03 05:53:20,Mandalay,Pyinoolwin,Thabeikkyin,Yay Htwet,village,1.0,,
26.0195,95.5982,78.99,4.2,mb,,110.0,3.403,0.9,us,usc000tgy8,2015-04-20T16:05:33.040Z,,"82 km ESE of Tuensang, India",MM,Asia,earthquake,0,0,1,,,2015-01-18 13:09:51,2015-01-18 19:39:51,Sagaing,Hkamti,Hkamti,,village,4.3,,
25.0231,95.1923,120.19,4.7,mb,,72.0,5.898,1.06,us,usc000tit8,2015-04-24T16:55:20.040Z,,"99 km SE of Phek, India",MM,Asia,earthquake,0,0,1,,,2015-01-24 16:11:42,2015-01-24 22:41:42,Sagaing,Hkamti,Homalin,Chaung Son,village,12.1,,
23.1027,95.9982,38.62,4.2,mb,,126.0,4.191,1.02,us,usc000tli6,2015-04-24T16:56:12.040Z,,"56 km WNW of Mogok, Myanmar",MM,Asia,earthquake,0,0,1,,,2015-01-27 12:41:34,2015-01-27 19:11:34,Mandalay,Pyinoolwin,Thabeikkyin,Twin Nge,village,2.2,,
24.8923,96.4688,61.78,4.1,mb,,135.0,4.231,0.83,us,usc000tndf,2015-05-02T14:06:08.040Z,,"104 km NW of Bhamo, Myanmar",MM,Asia,earthquake,0,0,1,,,2015-02-01 13:33:06,2015-02-01 20:03:06,Kachin,Mohnyin,Mohnyin,Nam Saw Law,village,1.2,,
23.7765,93.7186,54.61,4.4,mb,,133.0,2.459,0.62,us,usb000tqaa,2015-05-11T23:20:09.040Z,,"61 km S of Chur?ch?ndpur, India",MM,Asia,earthquake,0,0,1,,,2015-02-12 15:33:50,2015-02-12 22:03:50,Chin,Falam,Tonzang,Mualpi,village,2.9,,
25.1347,95.3089,35.0,4.0,mb,,173.0,3.153,0.53,us,usc000trvb,2015-05-11T23:20:18.040Z,,"100 km SE of Phek, India",MM,Asia,earthquake,0,0,1,,,2015-02-16 05:31:15,2015-02-16 12:01:15,Sagaing,Hkamti,Homalin,Ton Ma Lauk,village,15.2,,
26.5563,96.7339,56.84,4.0,mb,,121.0,4.496,0.88,us,usc000trec,2015-05-12T20:29:32.040Z,,"39 km N of Sarupathar, India",MM,Asia,earthquake,0,0,1,,,2015-02-19 09:18:19,2015-02-19 15:48:19,Kachin,Myitkyina,Tanai,Pa Net,village,11.5,,
25.7707,95.1743,94.12,4.4,mb,,93.0,3.001,0.64,us,usc000tseu,2015-05-12T20:29:41.040Z,,"65 km SSE of Tuensang, India",MM,Asia,earthquake,0,0,1,,,2015-02-23 06:36:34,2015-02-23 13:06:34,Sagaing,Hkamti,Hkamti,,village,7.3,,
22.57,95.85,10.0,4.4,mb,,,,,,20150308_0000025,2015-03-08T07:03:00.000Z,"စစ်ကိုင်းတိုင်း, Republic of the Union of Myanmar",Myanmar,MM,Asia,earthquake,0,1425793515,1,,,2015-03-08 05:45:15,2015-03-08 12:15:15,Saigang,Shwebo,Shwebo,Maung Tet,village,0.5,,
24.39,96.17,61.0,4.2,mb,,,,,,20150415_0000071,2015-04-15T20:08:00.000Z,"Indaw, Sagaing, Republic of the Union of Myanmar",Myanmar,MM,Asia,earthquake,0,1429120622,1,,,2015-04-15 17:57:02,2015-04-16 00:27:02,Saigang,Katha,Indaw,Hpar Pant,village,2.8,,
22.86,96.2,10.0,4.8,m,,,,,,20150521_0000078,2015-05-21T14:14:00.000Z,"Mandalay Region, Republic of the Union of Myanmar",Myanmar,MM,Asia,earthquake,0,1432212214,1,,,2015-05-21 12:43:34,2015-05-21 19:13:34,Mandalay,Pyinoolwin,Mogoke,Kyauk Hle Bee,village,6.2,,
26.48,96.52,100.0,4.6,m,,,,,,20150713_0000051,2015-07-13T23:29:00.000Z,"Kachin, Myanmar (Burma)",Myanmar,MM,Asia,earthquake,0,1436785383,1,,,2015-07-13 11:03:03,2015-07-13 17:33:03,Kachin,Myitkyina,Tanai,Daik Hpar,village,3.0,,
19.1245,96.2692,26.21,4.7,mb,,98.0,1.611,0.88,us,20150721_0000001,2015-07-21T09:29:48.557Z,"Bago Region, Myanmar (Burma)","27km NW of Taungoo, Burma",MM,Asia,earthquake,0,1437442030,1,,,2015-07-21 01:27:10,2015-07-21 07:57:10,Bago,Taungoo,Yedashe,Ywar Thit,village,4.2,,
18.54,96.1,10.0,4.9,m,,,,,,20150810_0000058,2015-08-10T18:47:00.000Z,"Bago Region, Myanmar (Burma)",Myanmar,MM,Asia,earthquake,0,1439226324,1,,,2015-08-10 17:05:24,2015-08-10 23:35:24,Bago,Taungoo,Phyu,Pauk Taw Village,village,24.8,,
24.6516,94.8248,40.73,4.5,mb,,115.0,2.841,0.57,us,20150812_0000008,2015-08-12T04:57:56.894Z,"Sagaing Region, Myanmar (Burma)","76km E of Yairipok, India",MM,Asia,earthquake,0,1439347491,1,,,2015-08-12 02:44:51,2015-08-12 09:14:51,Saigang,Hkamti,Homalin,Kho Taung,village,8.7,,
24.5661,94.6695,78.23,4.8,mb,,52.0,2.739,0.8,us,20150917_0000162,2015-09-18T05:03:40.737Z,"Sagaing Region, Myanmar (Burma)","62km E of Yairipok, India",MM,Asia,earthquake,0,1442514856,1,,,2015-09-17 18:34:16,2015-09-18 01:04:16,Saigang,Hkamti,Homalin,Hway Mar Te,village,1.7,,
22.97,94.44,88.0,4.7,mb,,,,,,20150922_0000079,2015-09-23T06:41:00.000Z,"Sagaing Region, Myanmar (Burma)",Myanmar,MM,Asia,earthquake,0,1442927960,1,,,2015-09-22 13:19:20,2015-09-22 19:49:20,Saigang,Kale,Mingin,Ma Thwar (Pa Thwar),village,3.1,,
23.1025,94.4869,86.67,4.1,mb,,145.0,3.431,0.82,us,us20003p7w,2015-09-26T17:21:08.144Z,"Sagaing Region, Myanmar (Burma)","59km S of Mawlaik, Burma",MM,Asia,earthquake,0,1443212918,1,,,2015-09-25 20:28:38,2015-09-26 02:58:38,Saigang,Kale,Mingin,Than Pu Yar,village,6.6,,
22.4638,93.3551,35.0,4.6,mb,,122.0,3.379,1.02,us,20151002_0000051,2015-10-02T19:31:57.174Z,"Chin State, Myanmar (Burma)","33km SW of Hakha, Burma",MM,Asia,earthquake,0,1443785363,1,,,2015-10-02 11:29:23,2015-10-02 17:59:23,Chin,Hakha,Thantlang,Zabung,village,1.2,,
24.2655,96.0382,49.96,4.5,mb,,82.0,4.012,0.51,us,20151010_0000109,2015-10-11T07:57:16.041Z,"Indaw, Sagaing Region, Myanmar (Burma)","121km W of Bhamo, Burma",MM,Asia,earthquake,0,1444521275,1,,,2015-10-10 23:54:35,2015-10-11 06:24:35,Saigang,Katha,Indaw,Seik Thar,village,0.6,,
24.539,94.9835,87.24,4.2,mb,,117.0,3.015,1.0,us,20151027_0000083,2015-10-27T21:53:26.973Z,"Sagaing Region, Myanmar (Burma)","93km E of Yairipok, India",MM,Asia,earthquake,0,1445953848,1,,,2015-10-27 13:50:48,2015-10-27 20:20:48,Saigang,Hkamti,Homalin,Kyay Pin,village,2.9,,
